1	39.8622524	116.1790801	0	0	0	0
2	39.8622516	116.1790806	0	0	0	0
3	39.8622507	116.1790803	0	0	0	0
4	39.8622516	116.1790834	0	0	0	0
5	39.8622506	116.1790832	0	0	0	0
6	39.8622497	116.1790829	0	0	0	0
7	39.8622488	116.1790827	0	0	0	0
8	39.8622479	116.1790825	0	0	0	0
9	39.8622469	116.1790823	0	0	0	0
10	39.8622459	116.1790824	0	0	0	0
11	39.8622447	116.1790821	0	0	0	0
12	39.8622435	116.1790818	0	0	0	0
13	39.8622423	116.1790816	0	0	0	0
14	39.8622414	116.1790813	0	0	0	0
15	39.8622405	116.1790811	0	0	0	0
16	39.8622396	116.1790809	0	0	0	0
17	39.8622387	116.1790807	0	0	0	0
18	39.8622378	116.1790806	0	0	0	0
19	39.8622368	116.1790804	0	0	0	0
20	39.8622358	116.1790802	0	0	0	0
21	39.8622348	116.1790799	0	0	0	0
22	39.8622338	116.1790797	0	0	0	0
23	39.8622328	116.1790795	0	0	0	0
24	39.8622317	116.1790792	0	0	0	0
25	39.8622307	116.1790790	0	0	0	0
26	39.8622296	116.1790787	0	0	0	0
27	39.8622285	116.1790785	0	0	0	0
28	39.8622273	116.1790782	0	0	0	0
29	39.8622262	116.1790780	0	0	0	0
30	39.8622250	116.1790777	0	0	0	0
31	39.8622238	116.1790774	0	0	0	0
32	39.8622227	116.1790772	0	0	0	0
33	39.8622215	116.1790769	0	0	0	0
34	39.8622203	116.1790766	0	0	0	0
35	39.8622191	116.1790764	0	0	0	0
36	39.8622178	116.1790761	0	0	0	0
37	39.8622166	116.1790758	0	0	0	0
38	39.8622153	116.1790756	0	0	0	0
39	39.8622141	116.1790753	0	0	0	0
40	39.8622128	116.1790750	0	0	0	0
41	39.8622116	116.1790747	0	0	0	0
42	39.8622103	116.1790744	0	0	0	0
43	39.8622091	116.1790742	0	0	0	0
44	39.8622078	116.1790739	0	0	0	0
45	39.8622065	116.1790736	0	0	0	0
46	39.8622052	116.1790733	0	0	0	0
47	39.8622039	116.1790730	0	0	0	0
48	39.8622025	116.1790728	0	0	0	0
49	39.8622011	116.1790725	0	0	0	0
50	39.8621998	116.1790721	0	0	0	0
51	39.8621984	116.1790718	0	0	0	0
52	39.8621971	116.1790715	0	0	0	0
53	39.8621957	116.1790712	0	0	0	0
54	39.8621943	116.1790709	0	0	0	0
55	39.8621929	116.1790705	0	0	0	0
56	39.8621915	116.1790702	0	0	0	0
57	39.8621901	116.1790699	0	0	0	0
58	39.8621887	116.1790696	0	0	0	0
59	39.8621873	116.1790692	0	0	0	0
60	39.8621859	116.1790689	0	0	0	0
61	39.8621845	116.1790685	0	0	0	0
62	39.8621831	116.1790682	0	0	0	0
63	39.8621817	116.1790678	0	0	0	0
64	39.8621803	116.1790675	0	0	0	0
65	39.8621789	116.1790671	0	0	0	0
66	39.8621776	116.1790668	0	0	0	0
67	39.8621762	116.1790664	0	0	0	0
