id(T),xyz(T),ID_LeftLane(L),ID_RightLane(L),lateral_id(L),direction(L),speed_min_limit(L),speed_max_limit(L)
79,429284.575 4415489.073 61.043 429288.969 4415485.014 61.032 429291.870 4415482.340 61.012 429294.827 4415479.639 60.975 429297.770 4415476.936 60.944 429300.719 4415474.236 60.941 429302.922 4415472.210 60.936 429305.877 4415469.481 60.923 429308.813 4415466.765 60.915 429311.745 4415464.049 60.898 429314.677 4415461.340 60.892 429317.621 4415458.632 60.882 429320.583 4415455.936 60.840 429323.539 4415453.244 60.840 429326.474 4415450.528 60.807 429329.403 4415447.806 60.762 429332.352 4415445.103 60.760 429335.297 4415442.397 60.746 429338.237 4415439.669 60.710 429341.154 4415436.980 60.704 429344.139 4415434.250 60.682 429347.085 4415431.545 60.654 429350.014 4415428.839 60.654 429352.957 4415426.127 60.650 429355.893 4415423.428 60.650 429357.658 4415421.803 60.647 429360.597 4415419.080 60.631 429363.535 4415416.370 60.615 429366.477 4415413.661 60.603 429369.420 4415410.947 60.576 429372.365 4415408.235 60.565 429375.306 4415405.530 60.532 429378.249 4415402.822 60.532 429381.196 4415400.117 60.505 429384.136 4415397.402 60.499 429387.075 4415394.694 60.476 429390.020 4415391.982 60.472 429392.966 4415389.277 60.464 429395.913 4415386.572 60.439 429398.860 4415383.856 60.422 429401.795 4415381.149 60.418 429404.734 4415378.440 60.391 429407.678 4415375.731 60.369 429410.620 4415373.016 60.355 429413.556 4415370.306 60.337 429416.497 4415367.592 60.327 429419.426 4415364.899 60.301 429420.731 4415363.700 60.301 429423.676 4415360.992 60.296 429426.611 4415358.275 60.292 429429.540 4415355.569 60.270 429432.474 4415352.861 60.262 429435.410 4415350.143 60.238 429438.331 4415347.426 60.227 429441.245 4415344.696 60.218 429444.126 4415341.963 60.211 429446.972 4415339.216 60.200 429449.826 4415336.413 60.196 429452.585 4415333.577 60.169 429455.340 4415330.730 60.169 429458.026 4415327.821 60.147 429460.689 4415324.867 60.140 429462.272 4415323.060 60.133 429464.895 4415320.049 60.129 429467.484 4415317.000 60.124 429469.999 4415313.946 60.117 429472.443 4415310.845 60.098 429474.878 4415307.726 60.085 429477.252 4415304.558 60.065 429478.009 4415303.532 60.065 429480.277 4415300.399 60.052 429482.597 4415297.141 60.052 429484.847 4415293.878 60.049 429487.047 4415290.613 60.053 429489.220 4415287.255 60.048 429491.342 4415283.913 60.044 429493.421 4415280.545 60.038 429495.438 4415277.163 60.032 429497.371 4415273.743 59.995 429499.319 4415270.249 59.981 429501.185 4415266.763 59.971 429503.008 4415263.255 59.960 429504.771 4415259.716 59.954 429506.514 4415256.172 59.960 429507.724 4415253.633 59.976 429509.378 4415250.052 59.994 429511.006 4415246.398 60.006 429512.604 4415242.764 60.011 429514.170 4415239.111 60.019 429515.718 4415235.441 60.032 429517.251 4415231.758 60.034 429518.784 4415228.072 60.034 429520.317 4415224.377 60.020 429521.849 4415220.688 60.012 429523.387 4415216.990 60.017 429524.931 4415213.295 60.040 429524.932 4415213.292 60.040 429526.135 4415210.428 60.040 429527.667 4415206.746 60.060 429529.199 4415203.051 60.071 429530.727 4415199.366 60.066 429532.264 4415195.668 60.066 429533.798 4415191.966 60.061 429535.341 4415188.239 60.061 429536.770 4415184.791 60.076 429538.319 4415181.060 60.084 429539.859 4415177.369 60.103 429541.400 4415173.673 60.111 429542.945 4415169.982 60.136 429544.499 4415166.282 60.152 429546.063 4415162.591 60.162 429547.624 4415158.908 60.162 429549.229 4415155.220 60.184 429550.849 4415151.554 60.210 429552.500 4415147.873 60.217 429554.188 4415144.201 60.234 429555.895 4415140.584 60.234 429557.667 4415136.958 60.265 429559.445 4415133.349 60.272 429561.252 4415129.754 60.275 429562.563 4415127.170 60.275 429564.428 4415123.594 60.294 429566.284 4415120.051 60.305 429568.187 4415116.508 60.325 429570.135 4415112.950 60.334 429572.095 4415109.463 60.347 429574.097 4415105.947 60.358 429576.118 4415102.486 60.377 429578.172 4415099.017 60.387 429580.249 4415095.559 60.395 429582.321 4415092.138 60.399 429584.464 4415088.721 60.428,,0,0,0,0,0
80,429604.834 4415073.446 60.463 429602.581 4415076.696 60.444 429600.342 4415079.974 60.444 429598.124 4415083.256 60.424 429595.916 4415086.592 60.416 429593.791 4415089.885 60.389 429591.678 4415093.208 60.380 429589.587 4415096.548 60.373 429587.491 4415099.955 60.362 429585.468 4415103.337 60.338 429583.455 4415106.730 60.331 429581.459 4415110.179 60.318 429579.523 4415113.586 60.302 429577.576 4415117.080 60.292 429575.688 4415120.494 60.282 429573.818 4415123.986 60.260 429571.952 4415127.525 60.253 429570.141 4415131.025 60.248 429568.842 4415133.551 60.246 429567.088 4415137.100 60.237 429565.345 4415140.655 60.209 429563.634 4415144.201 60.198 429561.904 4415147.808 60.198 429560.270 4415151.380 60.183 429558.655 4415154.975 60.163 429557.043 4415158.621 60.158 429555.458 4415162.251 60.146 429553.875 4415165.924 60.146 429552.325 4415169.596 60.133 429550.790 4415173.264 60.127 429549.246 4415176.951 60.114 429547.704 4415180.634 60.106 429546.165 4415184.326 60.088 429544.654 4415187.955 60.076 429543.147 4415191.592 60.050 429541.639 4415195.234 60.036 429540.112 4415198.917 60.034 429538.583 4415202.605 60.034 429537.042 4415206.315 60.024 429535.506 4415210.008 60.011 429533.959 4415213.721 60.014 429532.972 4415216.091 60.014 429532.770 4415216.575 60.014 429531.229 4415220.257 60.002 429529.693 4415223.942 60.010 429528.154 4415227.644 60.017 429526.619 4415231.338 60.029 429525.073 4415235.042 60.029 429523.507 4415238.743 60.019 429521.929 4415242.452 60.015 429520.327 4415246.166 60.001 429518.704 4415249.880 59.992 429517.051 4415253.522 59.968 429515.350 4415257.250 59.953 429514.114 4415259.837 59.927 429512.339 4415263.520 59.926 429510.506 4415267.166 59.932 429508.642 4415270.798 59.938 429506.709 4415274.394 59.965 429504.763 4415277.889 59.991 429502.707 4415281.466 59.997 429500.617 4415285.004 60.010 429498.482 4415288.476 60.010 429496.292 4415291.910 60.015 429494.113 4415295.265 60.016 429491.831 4415298.686 60.016 429489.535 4415302.040 60.017 429487.219 4415305.301 60.026 429484.753 4415308.737 60.029 429484.064 4415309.697 60.029 429481.583 4415312.926 60.044 429479.081 4415316.143 60.061 429476.537 4415319.345 60.072 429473.959 4415322.505 60.091 429471.391 4415325.572 60.091 429468.743 4415328.586 60.118 429466.921 4415330.633 60.122 429464.209 4415333.626 60.138 429461.433 4415336.606 60.138 429458.601 4415339.526 60.163 429455.740 4415342.430 60.171 429452.899 4415345.246 60.183 429449.982 4415348.096 60.186 429447.053 4415350.894 60.199 429444.137 4415353.649 60.209 429441.197 4415356.388 60.231 429438.264 4415359.108 60.258 429435.317 4415361.830 60.268 429432.358 4415364.556 60.282 429429.414 4415367.263 60.291 429426.459 4415369.957 60.318 429425.225 4415371.107 60.318 429422.259 4415373.847 60.323 429419.321 4415376.557 60.331 429416.381 4415379.281 60.352 429413.440 4415381.982 60.357 429410.498 4415384.692 60.360 429407.554 4415387.406 60.382 429404.601 4415390.122 60.418 429401.667 4415392.823 60.422 429398.724 4415395.531 60.438 429395.783 4415398.242 60.448 429392.844 4415400.946 60.469 429389.893 4415403.656 60.478 429386.958 4415406.368 60.493 429384.011 4415409.073 60.504 429381.068 4415411.783 60.528 429378.122 4415414.500 60.537 429375.188 4415417.209 60.555 429372.252 4415419.918 60.571 429369.311 4415422.629 60.579 429366.364 4415425.342 60.590 429363.432 4415428.046 60.593 429361.661 4415429.679 60.593 429358.702 4415432.402 60.607 429355.759 4415435.104 60.616 429352.801 4415437.829 60.628 429349.855 4415440.536 60.673 429346.967 4415443.185 60.673 429343.975 4415445.926 60.689 429341.049 4415448.625 60.718 429338.105 4415451.334 60.769 429335.162 4415454.043 60.781 429332.219 4415456.755 60.796 429329.276 4415459.467 60.805 429326.397 4415462.251 60.833 429323.564 4415465.065 60.884,,0,0,0,0,0
81,429308.986 4415472.872 60.953 429306.047 4415475.569 60.953 429303.828 4415477.606 60.953 429300.892 4415480.323 60.958 429297.950 4415483.036 60.978 429295.007 4415485.742 61.020 429292.043 4415488.467 61.038 429287.613 4415492.486 61.038 429284.582 4415495.280 61.038,,0,0,0,0,0
82,429313.044 4415477.297 60.898 429310.164 4415479.994 60.945 429307.928 4415482.051 60.945 429304.982 4415484.762 60.945 429302.038 4415487.483 60.958 429299.095 4415490.175 60.977 429296.055 4415492.973 60.993 429291.659 4415497.029 60.993 429286.972 4415501.312 60.993,,0,0,0,0,0
83,429310.928 4415475.159 60.915 429308.103 4415477.779 60.915 429305.876 4415479.827 60.915 429302.931 4415482.536 60.915 429299.991 4415485.256 60.941 429297.044 4415487.951 60.978 429294.043 4415490.713 61.007 429289.650 4415494.773 61.007 429285.782 4415498.308 61.007,,0,0,0,0,0
84,429601.920 4415056.719 60.487 429604.408 4415053.517 60.487 429606.894 4415050.310 60.509 429609.388 4415047.183 60.517 429611.956 4415044.004 60.519 429614.538 4415040.894 60.522 429617.102 4415037.817 60.540 429619.665 4415034.732 60.555 429622.227 4415031.660 60.575 429624.801 4415028.573 60.588 429627.381 4415025.490 60.571 429629.975 4415022.412 60.570 429632.573 4415019.336 60.581 429635.178 4415016.300 60.587 429637.867 4415013.254 60.599 429640.479 4415010.333 60.604 429643.271 4415007.362 60.623 429643.688 4415006.922 60.623 429646.100 4415004.449 60.645 429648.943 4415001.585 60.645 429651.791 4414998.726 60.636 429654.631 4414995.909 60.630 429657.550 4414993.060 60.621 429660.470 4414990.251 60.620 429663.423 4414987.469 60.618 429666.384 4414984.721 60.618 429669.342 4414982.028 60.615 429672.363 4414979.307 60.612 429675.394 4414976.623 60.608 429678.440 4414973.969 60.575 429681.523 4414971.333 60.566 429684.575 4414968.747 60.566 429687.715 4414966.161 60.566 429690.829 4414963.616 60.602 429693.943 4414961.090 60.612 429697.057 4414958.580 60.609 429700.171 4414956.079 60.609 429702.912 4414953.871 60.595 429705.983 4414951.370 60.587 429709.052 4414948.840 60.569 429712.084 4414946.302 60.556 429715.134 4414943.714 60.550 429718.152 4414941.176 60.550 429721.146 4414938.536 60.540 429724.121 4414935.936 60.515 429727.124 4414933.297 60.507 429730.122 4414930.648 60.483 429733.099 4414928.007 60.483 429736.091 4414925.343 60.451 429739.087 4414922.672 60.440 429742.201 4414919.954 60.409 429745.246 4414917.361 60.394 429748.929 4414914.424 60.258 429752.592 4414911.852 60.192 429756.308 4414909.701 60.121 429759.989 4414907.730 60.202,,0,0,0,0,0
85,429607.271 4415055.737 60.531 429609.728 4415052.556 60.555 429612.207 4415049.417 60.555 429614.727 4415046.274 60.563 429617.281 4415043.177 60.573 429619.837 4415040.098 60.595 429622.401 4415037.023 60.605 429624.965 4415033.953 60.620 429627.543 4415030.886 60.626 429630.124 4415027.821 60.628 429632.711 4415024.759 60.632 429635.312 4415021.708 60.642 429637.916 4415018.672 60.642 429640.579 4415015.659 60.660 429643.114 4415012.803 60.663 429644.164 4415011.685 60.670 429645.884 4415009.881 60.670 429648.672 4415006.985 60.690 429651.491 4415004.130 60.701 429654.323 4415001.288 60.686 429657.160 4414998.469 60.686 429660.045 4414995.660 60.678 429662.941 4414992.875 60.680 429665.864 4414990.117 60.680 429668.805 4414987.385 60.678 429671.768 4414984.698 60.674 429674.756 4414982.006 60.666 429677.764 4414979.345 60.659 429680.791 4414976.710 60.632 429683.844 4414974.096 60.624 429686.891 4414971.504 60.624 429689.996 4414968.947 60.625 429693.099 4414966.411 60.645 429696.203 4414963.884 60.645 429699.312 4414961.367 60.642 429702.425 4414958.859 60.642 429705.167 4414956.644 60.627 429708.263 4414954.132 60.624 429711.343 4414951.591 60.611 429714.402 4414949.038 60.609 429717.455 4414946.453 60.609 429720.474 4414943.858 60.607 429723.494 4414941.240 60.593 429726.500 4414938.626 60.561 429729.507 4414935.988 60.552 429732.502 4414933.337 60.537 429735.491 4414930.690 60.531 429738.479 4414928.027 60.505 429741.468 4414925.362 60.495 429744.506 4414922.693 60.462 429747.525 4414920.068 60.462 429750.833 4414917.422 60.332 429754.301 4414915.129 60.288 429757.945 4414913.269 60.218 429761.631 4414911.590 60.279 429765.319 4414910.040 60.279 429769.108 4414908.561 60.272 429772.855 4414907.167 60.430 429776.548 4414905.799 60.433 429780.309 4414904.423 60.435,,0,0,0,0,0
86,429809.110 4414892.827 60.153 429803.205 4414896.875 60.153 429800.091 4414898.982 60.168 429796.778 4414901.230 60.183 429793.473 4414903.491 60.197 429790.150 4414905.722 60.262 429786.292 4414908.299 60.300 429782.912 4414910.572 60.314 429779.537 4414912.859 60.347 429775.949 4414915.318 60.359 429772.547 4414917.624 60.383 429769.429 4414919.702 60.397 429766.053 4414921.983 60.446 429762.920 4414924.109 60.467 429760.012 4414926.079 60.495 429757.436 4414927.816 60.495 429755.274 4414929.274 60.504 429751.944 4414931.528 60.536 429748.802 4414933.649 60.536 429745.480 4414935.897 60.544 429742.143 4414938.150 60.564 429738.777 4414940.428 60.568 429735.438 4414942.690 60.580 429732.090 4414944.947 60.594 429728.690 4414947.223 60.618 429725.329 4414949.467 60.621 429721.941 4414951.748 60.629 429718.609 4414954.003 60.632 429715.244 4414956.276 60.646 429711.910 4414958.549 60.650 429708.590 4414960.852 60.657 429705.696 4414962.892 60.662 429702.483 4414965.286 60.671 429699.311 4414967.725 60.673 429696.184 4414970.211 60.679 429693.102 4414972.742 60.703 429690.048 4414975.264 60.703 429686.978 4414977.827 60.707 429683.981 4414980.429 60.694 429680.986 4414983.046 60.702 429678.007 4414985.673 60.710 429675.055 4414988.317 60.716 429672.106 4414991.020 60.719 429669.196 4414993.731 60.719 429666.307 4414996.450 60.716 429663.439 4414999.196 60.724 429660.601 4415001.951 60.724 429657.767 4415004.773 60.719 429654.956 4415007.591 60.716 429652.175 4415010.438 60.701 429649.423 4415013.293 60.701 429646.744 4415016.204 60.698 429644.826 4415018.299 60.695 429644.264 4415018.926 60.695 429641.635 4415021.893 60.682 429639.005 4415024.907 60.664 429636.407 4415027.929 60.664 429633.816 4415030.957 60.657 429631.249 4415034.010 60.642 429628.685 4415037.066 60.620 429626.122 4415040.137 60.607 429623.573 4415043.212 60.605 429621.034 4415046.299 60.591 429618.528 4415049.386 60.576 429616.052 4415052.464 60.568 429613.579 4415055.608 60.551 429611.148 4415058.744 60.546 429609.576 4415060.733 60.547,,0,0,0,0,0
87,429636.558 4415033.288 60.607 429633.990 4415036.322 60.594 429631.436 4415039.369 60.566 429628.874 4415042.441 60.569 429626.327 4415045.508 60.567 429623.796 4415048.597 60.556 429621.311 4415051.665 60.526 429618.874 4415054.701 60.526 429616.406 4415057.849 60.504 429614.008 4415060.961 60.499 429612.555 4415062.922 60.496,,0,0,0,0,0
88,429808.440 4414897.157 60.070 429804.655 4414899.715 60.096 429801.755 4414901.678 60.111 429798.445 4414903.931 60.144 429795.140 4414906.192 60.168 429791.819 4414908.426 60.230 429787.557 4414911.287 60.252 429784.179 4414913.567 60.267 429780.806 4414915.858 60.305 429777.117 4414918.398 60.316 429773.721 4414920.717 60.356 429770.716 4414922.727 60.356 429767.345 4414925.020 60.411 429764.292 4414927.099 60.424 429761.524 4414928.977 60.446 429759.179 4414930.560 60.446 429757.383 4414931.779 60.453 429754.067 4414934.051 60.478 429751.002 4414936.134 60.492 429747.695 4414938.387 60.502 429744.371 4414940.649 60.517 429741.001 4414942.941 60.529 429737.666 4414945.208 60.529 429734.328 4414947.477 60.556 429730.911 4414949.780 60.578 429727.553 4414952.037 60.582 429724.143 4414954.346 60.594 429720.822 4414956.614 60.594 429717.459 4414958.936 60.618 429714.136 4414961.244 60.626 429710.818 4414963.592 60.633 429707.938 4414965.656 60.640 429704.738 4414968.074 60.649 429701.573 4414970.520 60.654 429698.459 4414973.012 60.661 429695.386 4414975.531 60.680 429692.370 4414978.028 60.680 429689.303 4414980.595 60.681 429686.333 4414983.171 60.666 429683.359 4414985.770 60.674 429680.403 4414988.375 60.674 429677.486 4414990.993 60.683 429674.537 4414993.696 60.687 429671.649 4414996.391 60.688 429668.787 4414999.085 60.685 429665.939 4415001.801 60.688 429663.143 4415004.524 60.688 429660.306 4415007.343 60.680 429657.511 4415010.143 60.675 429654.750 4415012.977 60.659 429652.030 4415015.807 60.659 429649.391 4415018.686 60.653 429646.976 4415021.331 60.648 429645.314 4415023.186 60.638 429644.370 4415024.262 60.631 429641.731 4415027.268 60.619 429639.143 4415030.276 60.614 429636.558 4415033.288 60.607,,0,0,0,0,0
89,429766.888 4414902.712 60.154 429770.622 4414901.282 60.147 429774.059 4414899.918 60.153 429777.769 4414898.424 60.153 429778.591 4414898.041 60.153,,0,0,0,0,0
90,429767.965 4414905.551 60.211 429771.720 4414904.177 60.211 429775.286 4414902.817 60.211 429779.344 4414901.232 60.211,,0,0,0,0,0
91,429780.309 4414904.423 60.435 429783.955 4414902.778 60.263 429787.346 4414901.180 60.245 429790.835 4414899.217 60.167 429794.241 4414897.120 60.167 429797.621 4414894.981 60.159 429801.108 4414892.767 60.141 429804.142 4414890.838 60.113 429807.660 4414888.702 60.113 429808.293 4414888.365 60.113,,0,0,0,0,0
92,429778.591 4414898.041 60.153 429781.440 4414896.835 60.175 429783.926 4414895.639 60.151 429787.452 4414893.736 60.151 429790.879 4414891.673 60.127 429794.266 4414889.546 60.099 429798.168 4414887.010 60.041 429800.499 4414885.482 60.041 429803.943 4414883.237 60.041 429807.006 4414881.300 60.041,,0,0,0,0,0
93,429779.344 4414901.232 60.211 429782.682 4414899.769 60.222 429785.591 4414898.336 60.190 429789.098 4414896.403 60.176 429792.533 4414894.353 60.168 429795.923 4414892.229 60.147 429799.627 4414889.867 60.109 429802.308 4414888.142 60.082 429805.773 4414885.927 60.082 429807.648 4414884.827 60.082,,0,0,0,0,0
94,430200.136 4414623.690 58.323 430203.623 4414621.798 58.315 430207.152 4414619.847 58.273 430210.659 4414617.923 58.262 430214.158 4414616.003 58.264 430217.632 4414614.098 58.275 430221.187 4414612.146 58.272 430224.706 4414610.222 58.272 430227.933 4414608.465 58.272,,0,0,0,0,0
95,430201.531 4414626.236 58.365 430205.022 4414624.337 58.365 430208.548 4414622.394 58.338 430212.054 4414620.468 58.314 430215.555 4414618.548 58.314 430219.028 4414616.626 58.325 430222.572 4414614.676 58.320 430226.090 4414612.754 58.320 430228.563 4414611.443 58.320,,0,0,0,0,0
96,430229.601 4414619.178 58.430 430226.117 4414621.149 58.430 430222.600 4414623.097 58.305 430219.106 4414625.016 58.305 430215.608 4414626.951 58.305 430212.117 4414628.904 58.305 430208.619 4414630.866 58.315 430205.131 4414632.801 58.317 430201.609 4414634.742 58.311 430198.123 4414636.651 58.310 430194.603 4414638.567 58.310 430191.104 4414640.506 58.276 430187.588 4414642.438 58.270 430184.100 4414644.357 58.264 430180.587 4414646.299 58.264 430177.079 4414648.238 58.264 430173.579 4414650.174 58.262 430170.069 4414652.113 58.258 430166.573 4414654.044 58.258 430163.068 4414655.983 58.249 430159.570 4414657.923 58.249 430156.059 4414659.874 58.236 430152.571 4414661.780 58.227 430150.676 4414662.840 58.214 430143.694 4414666.800 58.192 430140.199 4414668.808 58.186 430136.700 4414670.830 58.168 430133.248 4414672.851 58.168 430129.771 4414674.911 58.162 430126.320 4414676.975 58.153 430122.877 4414679.051 58.142 430119.437 4414681.138 58.126 430116.029 4414683.231 58.126 430112.599 4414685.353 58.126 430109.187 4414687.501 58.121 430105.780 4414689.660 58.113 430102.380 4414691.827 58.108 430099.013 4414693.985 58.113 430095.614 4414696.201 58.111 430092.269 4414698.400 58.106 430088.927 4414700.612 58.100 430085.595 4414702.833 58.090 430082.269 4414705.055 58.090 430078.914 4414707.322 58.080 430075.615 4414709.545 58.091 430072.293 4414711.781 58.101 430068.979 4414714.027 58.102 430065.677 4414716.284 58.102 430062.356 4414718.528 58.097 430059.043 4414720.768 58.100 430055.718 4414723.023 58.130 430052.422 4414725.266 58.139 430049.117 4414727.520 58.152 430045.808 4414729.766 58.157 430042.501 4414732.017 58.162 430039.196 4414734.270 58.171 430035.891 4414736.523 58.205 430032.585 4414738.775 58.219 430029.280 4414741.027 58.231 430025.974 4414743.279 58.240 430022.665 4414745.526 58.274 430019.362 4414747.783 58.347 430016.044 4414750.053 58.347 430012.744 4414752.297 58.322 430009.441 4414754.522 58.329 430006.129 4414756.766 58.353 430002.788 4414759.041 58.367 429999.523 4414761.287 58.395 429996.213 4414763.543 58.404 429992.909 4414765.792 58.435 429989.600 4414768.040 58.450 429986.283 4414770.287 58.540 429982.974 4414772.540 58.558 429979.690 4414774.804 58.593 429976.384 4414777.064 58.578 429973.074 4414779.309 58.592 429969.771 4414781.552 58.615 429966.448 4414783.810 58.633 429963.150 4414786.064 58.729 429959.854 4414788.306 58.745 429956.546 4414790.555 58.776 429953.240 4414792.807 58.776 429949.944 4414795.053 58.826 429946.631 4414797.310 58.847 429943.321 4414799.565 58.892 429940.014 4414801.815 58.944 429936.698 4414804.073 58.944 429933.431 4414806.314 58.959 429930.083 4414808.588 59.016 429926.780 4414810.837 59.078 429923.476 4414813.091 59.096 429920.203 4414815.319 59.121 429916.877 4414817.595 59.141 429913.575 4414819.851 59.194 429910.277 4414822.117 59.213 429906.974 4414824.373 59.252 429903.590 4414826.658 59.252 429900.073 4414829.027 59.297 429896.911 4414831.166 59.316 429893.532 4414833.464 59.359 429890.200 4414835.690 59.361 429886.989 4414837.763 59.361 429883.628 4414839.950 59.380 429880.597 4414842.000 59.407 429877.252 4414844.256 59.466 429873.965 4414846.481 59.484 429870.659 4414848.752 59.501 429867.360 4414851.014 59.524 429864.048 4414853.244 59.577 429860.750 4414855.484 59.593 429857.429 4414857.746 59.593,,0,0,0,0,0
97,430202.973 4414628.866 58.403 430206.459 4414626.945 58.399 430209.979 4414625.004 58.391 430213.481 4414623.071 58.376 430216.981 4414621.146 58.373 430220.464 4414619.227 58.381 430224.041 4414617.359 58.381 430229.232 4414614.610 58.381,,0,0,0,0,0
98,430227.943 4414624.486 58.251 430224.423 4414626.398 58.251 430220.908 4414628.298 58.248 430217.395 4414630.209 58.249 430213.888 4414632.133 58.249 430210.380 4414634.063 58.266 430206.881 4414635.994 58.272 430203.367 4414637.919 58.264 430199.868 4414639.839 58.260 430196.365 4414641.777 58.260 430192.855 4414643.694 58.257 430189.343 4414645.617 58.249 430185.843 4414647.541 58.237 430182.334 4414649.471 58.234 430178.826 4414651.399 58.231 430175.325 4414653.334 58.230 430171.822 4414655.271 58.222 430168.323 4414657.206 58.216 430164.822 4414659.144 58.201 430161.323 4414661.082 58.201 430157.824 4414663.032 58.181 430154.339 4414664.978 58.172 430148.981 4414667.985 58.157 430145.503 4414669.968 58.136 430142.023 4414671.962 58.128 430138.547 4414673.967 58.110 430135.091 4414675.981 58.110 430131.644 4414678.038 58.103 430128.205 4414680.095 58.100 430124.773 4414682.163 58.088 430121.347 4414684.242 58.072 430117.938 4414686.335 58.072 430114.525 4414688.442 58.071 430111.129 4414690.576 58.064 430107.739 4414692.720 58.054 430104.358 4414694.877 58.049 430100.995 4414697.042 58.054 430097.631 4414699.242 58.052 430094.294 4414701.448 58.051 430090.957 4414703.659 58.052 430087.624 4414705.874 58.052 430084.297 4414708.094 58.052 430080.963 4414710.333 58.047 430077.657 4414712.571 58.047 430074.339 4414714.809 58.053 430071.022 4414717.046 58.054 430067.712 4414719.292 58.054 430064.401 4414721.541 58.052 430061.091 4414723.787 58.054 430057.777 4414726.036 58.079 430054.473 4414728.284 58.084 430051.168 4414730.536 58.233 430047.859 4414732.784 58.233 430044.552 4414735.033 58.241 430041.244 4414737.282 58.241 430037.937 4414739.532 58.260 430034.630 4414741.783 58.273 430031.325 4414744.035 58.273 430028.019 4414746.288 58.273 430024.704 4414748.526 58.282 430021.398 4414750.777 58.355 430018.087 4414753.034 58.355 430014.794 4414755.299 58.273 430011.487 4414757.539 58.284 430008.176 4414759.784 58.295 430004.853 4414762.035 58.308 430001.567 4414764.295 58.341 429998.265 4414766.555 58.353 429994.956 4414768.802 58.385 429991.648 4414771.049 58.385 429988.339 4414773.301 58.493 429985.032 4414775.553 58.505 429981.740 4414777.818 58.541 429978.436 4414780.075 58.528 429975.124 4414782.318 58.528 429971.818 4414784.565 58.570 429968.506 4414786.818 58.587 429965.203 4414789.072 58.679 429961.904 4414791.326 58.691 429958.598 4414793.577 58.709 429955.285 4414795.819 58.722 429951.983 4414798.069 58.773 429948.673 4414800.320 58.796 429945.361 4414802.566 58.839 429942.054 4414804.816 58.874 429938.748 4414807.075 58.895 429935.457 4414809.326 58.916 429932.132 4414811.577 58.967 429928.825 4414813.825 59.025 429925.530 4414816.092 59.025 429922.238 4414818.341 59.076 429918.918 4414820.590 59.094 429915.614 4414822.843 59.146 429912.312 4414825.102 59.164 429909.008 4414827.356 59.182 429905.681 4414829.625 59.195 429902.316 4414831.933 59.239 429899.249 4414834.139 59.249 429895.991 4414836.510 59.295 429892.754 4414838.862 59.296,,0,0,0,0,0
99,430187.459 4414633.868 58.363 430190.987 4414631.982 58.363 430194.523 4414630.072 58.363 430197.978 4414628.181 58.364 430201.531 4414626.236 58.364,,0,0,0,0,0
100,430186.148 4414631.479 58.326 430189.607 4414629.470 58.326 430193.129 4414627.525 58.326 430196.574 4414625.643 58.326 430200.136 4414623.690 58.326,,0,0,0,0,0
