id(T),xyz(T),ID_LeftLane(L),ID_RightLane(L),lateral_id(L),direction(L),speed_min_limit(L),speed_max_limit(L)
36,429633.441 4414378.051 58.297 429629.219 4414378.597 58.333 429625.267 4414379.348 58.346 429621.339 4414380.122 58.383 429617.407 4414380.904 58.392 429613.486 4414381.686 58.420 429609.565 4414382.477 58.420 429605.650 4414383.286 58.471 429601.732 4414384.090 58.486 429597.807 4414384.872 58.514 429593.886 4414385.658 58.522 429589.961 4414386.451 58.522 429586.041 4414387.248 58.563 429582.173 4414388.033 58.563 429581.638 4414388.142 58.563 429577.722 4414388.928 58.601 429573.798 4414389.716 58.614 429569.873 4414390.505 58.641 429565.953 4414391.297 58.654 429562.041 4414392.091 58.676 429558.115 4414392.876 58.685 429554.191 4414393.662 58.710 429550.271 4414394.450 58.743 429546.350 4414395.241 58.754 429542.427 4414396.029 58.754 429538.505 4414396.821 58.778 429534.587 4414397.609 58.813 429530.664 4414398.395 58.823 429526.742 4414399.180 58.849 429522.817 4414399.969 58.849 429518.896 4414400.762 58.871 429514.979 4414401.562 58.883 429511.059 4414402.353 58.912 429507.136 4414403.142 58.922 429503.215 4414403.934 58.936 429499.293 4414404.728 58.947 429495.373 4414405.523 58.975 429491.456 4414406.320 59.002 429487.534 4414407.117 59.012 429483.613 4414407.908 59.026 429479.692 4414408.699 59.035 429475.771 4414409.498 59.062 429471.853 4414410.296 59.092,,0,0,0,0,0
37,429437.735 4414402.606 59.316 429442.248 4414401.746 59.204 429446.173 4414400.947 59.197 429450.085 4414400.146 59.183 429451.651 4414399.825 59.183 429453.202 4414399.507 59.183 429457.194 4414398.688 59.116 429461.173 4414397.869 59.116 429465.091 4414397.065 59.084 429469.004 4414396.266 59.070 429472.913 4414395.480 59.049 429476.849 4414394.686 59.038 429480.768 4414393.886 59.014 429484.688 4414393.088 59.005 429488.627 4414392.292 58.975 429492.521 4414391.504 58.975 429496.446 4414390.703 58.954 429500.382 4414389.909 58.922 429504.304 4414389.121 58.912 429508.234 4414388.328 58.903 429512.143 4414387.527 58.888 429516.051 4414386.748 58.853 429519.974 4414385.963 58.843 429523.927 4414385.174 58.814 429527.850 4414384.392 58.814 429531.777 4414383.586 58.784 429535.674 4414382.794 58.774 429539.597 4414382.005 58.754 429543.536 4414381.215 58.719 429547.458 4414380.427 58.719 429551.362 4414379.641 58.706 429555.307 4414378.844 58.682 429559.257 4414378.042 58.648 429563.100 4414377.261 58.636 429567.021 4414376.468 58.615 429570.966 4414375.665 58.605 429574.909 4414374.878 58.576 429578.780 4414374.106 58.561 429579.731 4414373.916 58.561 429583.175 4414373.216 58.532 429587.093 4414372.411 58.532 429591.052 4414371.614 58.493 429594.974 4414370.825 58.480 429598.907 4414370.026 58.448 429602.830 4414369.230 58.428 429606.728 4414368.435 58.416 429610.648 4414367.638 58.398 429614.551 4414366.860 58.368 429618.550 4414366.056 58.334 429622.503 4414365.252 58.334 429626.625 4414364.422 58.308 429632.729 4414362.688 58.266,,0,0,0,0,0
38,429471.150 4414406.834 59.156 429467.232 4414407.627 59.156 429463.312 4414408.423 59.156 429459.370 4414409.218 59.164 429455.425 4414410.015 59.179 429452.997 4414410.518 59.221 429452.200 4414410.682 59.221 429448.283 4414411.481 59.245 429444.364 4414412.289 59.254 429440.255 4414413.133 59.264 429436.323 4414413.942 59.277 429435.165 4414414.212 59.276,,0,0,0,0,0
39,429471.853 4414410.296 59.092 429467.934 4414411.092 59.099 429464.014 4414411.890 59.099 429460.087 4414412.688 59.097 429456.161 4414413.495 59.121 429453.443 4414414.061 59.126 429452.902 4414414.174 59.126 429448.977 4414414.944 59.177 429445.056 4414415.739 59.198 429441.072 4414416.545 59.219 429437.153 4414417.374 59.248 429434.832 4414417.878 59.257,,0,0,0,0,0
40,429042.512 4414987.113 62.684 429041.204 4414990.893 62.706 429039.834 4414994.787 62.710 429038.362 4414998.714 62.758 429036.761 4415002.702 62.769 429035.238 4415006.401 62.790 429033.610 4415010.248 62.802 429031.973 4415014.082 62.809 429030.372 4415017.808 62.809 429029.090 4415020.712 62.809,,0,0,0,0,0
41,429045.345 4414988.101 62.685 429044.015 4414991.873 62.695 429042.617 4414995.789 62.695 429041.153 4414999.768 62.703 429039.568 4415003.841 62.750 429038.041 4415007.538 62.758 429036.416 4415011.432 62.770 429034.781 4415015.313 62.777 429033.193 4415019.060 62.777 429031.830 4415022.176 62.777,,0,0,0,0,0
42,429048.212 4414989.101 62.636 429046.878 4414992.872 62.648 429045.458 4414996.813 62.658 429043.985 4415000.839 62.673 429042.385 4415004.984 62.715 429040.863 4415008.683 62.715 429039.217 4415012.616 62.716 429037.575 4415016.538 62.729 429035.991 4415020.301 62.737 429034.536 4415023.622 62.737,,0,0,0,0,0
43,429020.579 4415013.463 62.733 429022.219 4415009.805 62.723 429023.835 4415006.119 62.690 429025.403 4415002.412 62.680 429026.909 4414998.706 62.687 429028.397 4414994.947 62.678 429029.814 4414991.177 62.632 429031.182 4414987.399 62.621 429032.497 4414983.621 62.597 429033.830 4414979.763 62.597 429034.183 4414978.742 62.597 429035.353 4414974.892 62.559 429036.515 4414971.049 62.562 429037.658 4414967.186 62.554 429038.746 4414963.309 62.493 429039.765 4414959.441 62.493 429040.742 4414955.523 62.468 429041.698 4414951.616 62.453 429042.560 4414947.685 62.418 429043.379 4414943.745 62.380 429044.155 4414939.821 62.380 429044.909 4414935.849 62.368 429045.589 4414931.879 62.334 429046.208 4414927.908 62.314 429046.786 4414923.934 62.304 429047.336 4414919.972 62.294 429047.858 4414915.970 62.282 429048.019 4414914.524 62.261 429048.415 4414910.531 62.247 429048.810 4414906.543 62.234 429049.189 4414902.552 62.206 429049.553 4414898.567 62.180 429049.904 4414894.582 62.180 429050.259 4414890.605 62.151 429050.622 4414886.613 62.142 429050.974 4414882.633 62.132 429051.317 4414878.648 62.132 429051.684 4414874.677 62.097 429052.063 4414870.706 62.090 429052.463 4414866.743 62.052 429052.877 4414862.780 62.035 429053.344 4414858.807 62.021 429053.868 4414854.894 61.993 429054.476 4414850.991 61.982 429055.137 4414847.066 61.972 429055.907 4414843.168 61.948 429056.501 4414840.182 61.929 429057.354 4414836.298 61.916 429058.205 4414832.427 61.906 429059.210 4414828.595 61.881 429060.267 4414824.737 61.870 429061.386 4414820.957 61.862 429062.554 4414817.154 61.839 429063.766 4414813.382 61.827 429065.079 4414809.649 61.803 429066.451 4414805.891 61.803 429067.903 4414802.238 61.771 429069.432 4414798.568 61.757 429071.037 4414794.931 61.715 429072.670 4414791.293 61.703 429074.344 4414787.660 61.690 429076.034 4414784.079 61.653 429077.804 4414780.505 61.642 429079.586 4414776.935 61.633 429081.407 4414773.391 61.608 429082.725 4414770.839 61.608 429084.681 4414767.429 61.581 429086.675 4414764.026 61.571 429088.809 4414760.661 61.552 429090.998 4414757.328 61.532 429093.215 4414753.998 61.522 429095.437 4414750.684 61.512 429097.655 4414747.360 61.484 429099.891 4414744.045 61.453 429102.135 4414740.733 61.443 429104.373 4414737.418 61.429 429106.604 4414734.099 61.418 429108.840 4414730.782 61.385 429111.075 4414727.467 61.368 429113.312 4414724.152 61.338 429115.550 4414720.837 61.338 429117.799 4414717.523 61.305 429120.040 4414714.209 61.291 429122.269 4414710.890 61.261 429124.382 4414707.745 61.253 429126.621 4414704.432 61.244 429128.862 4414701.117 61.230 429131.111 4414697.808 61.183 429133.348 4414694.498 61.156 429135.583 4414691.180 61.156 429137.831 4414687.868 61.126 429140.071 4414684.554 61.114 429142.317 4414681.240 61.080 429144.561 4414677.929 61.064 429146.794 4414674.608 61.058 429149.020 4414671.293 61.043 429151.264 4414667.975 61.029 429153.500 4414664.660 61.021 429155.739 4414661.345 61.008 429157.978 4414658.039 60.978 429160.228 4414654.728 60.965 429162.475 4414651.419 60.943 429164.699 4414648.095 60.925 429166.135 4414645.981 60.907 429168.373 4414642.674 60.897 429170.621 4414639.363 60.888 429172.870 4414636.056 60.861 429175.106 4414632.739 60.852 429177.337 4414629.416 60.838 429179.563 4414626.097 60.805 429181.800 4414622.778 60.792 429184.046 4414619.469 60.757 429186.291 4414616.158 60.757 429188.526 4414612.840 60.718 429190.754 4414609.518 60.709 429193.002 4414606.210 60.691 429195.248 4414602.898 60.677 429197.485 4414599.581 60.657 429199.719 4414596.262 60.634 429201.954 4414592.945 60.624 429204.191 4414589.629 60.588 429206.434 4414586.307 60.588 429206.646 4414585.993 60.588 429208.880 4414582.671 60.560 429211.108 4414579.351 60.545 429213.343 4414576.035 60.516 429215.583 4414572.724 60.512 429217.826 4414569.412 60.497 429220.075 4414566.099 60.490 429222.322 4414562.792 60.468 429224.567 4414559.480 60.439 429226.804 4414556.165 60.427 429229.040 4414552.849 60.427 429231.286 4414549.537 60.397 429233.526 4414546.224 60.368 429235.766 4414542.909 60.353 429238.008 4414539.594 60.324 429240.247 4414536.280 60.324 429242.481 4414532.958 60.289 429244.706 4414529.642 60.272 429246.864 4414526.438 60.256 429249.109 4414523.133 60.243 429251.344 4414519.821 60.220 429253.581 4414516.517 60.209 429255.837 4414513.239 60.181 429258.127 4414509.960 60.158 429260.442 4414506.742 60.147 429262.777 4414503.534 60.135 429265.200 4414500.399 60.105 429267.671 4414497.296 60.070 429270.208 4414494.203 60.070 429272.759 4414491.189 60.038 429275.382 4414488.198 60.035 429278.059 4414485.266 60.023 429280.779 4414482.343 60.014 429282.793 4414480.219 60.014 429285.611 4414477.416 59.984 429288.448 4414474.632 59.951 429291.306 4414471.872 59.939 429294.205 4414469.152 59.919 429297.164 4414466.461 59.919 429300.152 4414463.873 59.880 429303.166 4414461.305 59.868 429306.235 4414458.795 59.844 429309.347 4414456.325 59.837 429312.537 4414453.911 59.833 429315.710 4414451.537 59.823 429318.934 4414449.231 59.779 429322.194 4414446.958 59.739 429325.497 4414444.702 59.739 429328.775 4414442.508 59.724 429332.133 4414440.400 59.701 429335.542 4414438.353 59.679 429338.979 4414436.342 59.669 429342.445 4414434.345 59.647 429345.885 4414432.419 59.630 429349.397 4414430.565 59.608 429352.925 4414428.744 59.601 429356.482 4414427.000 59.580 429360.104 4414425.303 59.580 429363.712 4414423.727 59.549 429367.376 4414422.161 59.536 429371.046 4414420.636 59.504 429374.736 4414419.165 59.487 429378.481 4414417.760 59.487 429382.181 4414416.419 59.465,,0,0,0,0,0
44,429023.882 4415014.928 62.779 429025.494 4415011.241 62.764 429027.096 4415007.497 62.736 429028.669 4415003.737 62.727 429030.171 4415000.030 62.733 429031.693 4414996.193 62.721 429033.128 4414992.371 62.673 429034.508 4414988.558 62.665 429035.824 4414984.781 62.639 429037.213 4414980.771 62.639 429037.548 4414979.806 62.639 429038.731 4414975.911 62.603 429039.905 4414972.039 62.608 429041.063 4414968.124 62.605 429042.158 4414964.194 62.548 429043.176 4414960.326 62.548 429044.186 4414956.338 62.525 429045.153 4414952.390 62.509 429046.026 4414948.411 62.469 429046.849 4414944.425 62.423 429047.615 4414940.499 62.411 429048.382 4414936.444 62.411 429049.077 4414932.420 62.382 429049.707 4414928.411 62.361 429050.293 4414924.406 62.361 429050.834 4414920.443 62.347 429051.366 4414916.371 62.341 429051.531 4414914.893 62.320 429051.913 4414910.876 62.302 429052.313 4414906.872 62.293 429052.695 4414902.863 62.264 429053.061 4414898.875 62.245 429053.421 4414894.891 62.234 429053.778 4414890.927 62.204 429054.139 4414886.918 62.199 429054.499 4414882.947 62.154 429054.868 4414878.964 62.154 429055.243 4414875.020 62.129 429055.623 4414871.071 62.129 429056.011 4414867.139 62.104 429056.398 4414863.205 62.104 429056.831 4414859.228 62.090 429057.390 4414855.425 62.048 429058.000 4414851.620 62.048 429058.661 4414847.736 62.035 429059.425 4414843.892 62.014 429060.021 4414840.954 61.995 429060.837 4414837.111 61.989 429061.665 4414833.313 61.973 429062.651 4414829.555 61.941 429063.716 4414825.700 61.930 429064.767 4414822.018 61.907 429065.904 4414818.250 61.882 429067.079 4414814.548 61.878 429068.412 4414810.913 61.839 429069.794 4414807.159 61.839 429071.140 4414803.613 61.822 429072.665 4414799.995 61.811 429074.239 4414796.399 61.769 429075.843 4414792.776 61.767 429077.503 4414789.136 61.745 429079.148 4414785.625 61.721 429080.894 4414782.063 61.704 429082.655 4414778.507 61.695 429084.456 4414774.989 61.666 429085.747 4414772.480 61.666 429087.682 4414769.213 61.638 429089.634 4414765.919 61.628 429091.756 4414762.585 61.606 429093.933 4414759.271 61.587 429096.183 4414755.964 61.594 429098.412 4414752.677 61.577 429100.614 4414749.352 61.562 429102.856 4414746.044 61.534 429105.071 4414742.713 61.498 429107.296 4414739.389 61.468 429109.529 4414736.073 61.468 429111.767 4414732.758 61.448 429114.007 4414729.449 61.389 429116.248 4414726.138 61.371 429118.490 4414722.826 61.371 429120.748 4414719.507 61.350 429122.997 4414716.197 61.350 429125.233 4414712.887 61.335 429127.353 4414709.752 61.328 429129.593 4414706.445 61.328 429131.802 4414703.105 61.291 429134.048 4414699.788 61.267 429136.293 4414696.497 61.230 429138.523 4414693.177 61.230 429140.747 4414689.839 61.138 429142.990 4414686.529 61.138 429145.246 4414683.213 61.119 429147.496 4414679.905 61.119 429149.740 4414676.589 61.112 429151.974 4414673.293 61.117 429154.241 4414669.978 61.103 429156.464 4414666.657 61.099 429158.709 4414663.346 61.077 429160.939 4414660.052 61.047 429163.188 4414656.732 60.960 429165.433 4414653.422 60.960 429167.657 4414650.099 60.942 429169.099 4414647.975 60.924 429171.335 4414644.681 60.924 429173.584 4414641.367 60.924 429175.828 4414638.057 60.918 429178.017 4414634.708 60.896 429180.271 4414631.393 60.880 429182.500 4414628.087 60.861 429184.744 4414624.767 60.861 429186.995 4414621.461 60.837 429189.247 4414618.155 60.837 429191.488 4414614.838 60.810 429193.722 4414611.522 60.810 429195.977 4414608.218 60.805 429198.232 4414604.907 60.805 429200.475 4414601.595 60.785 429202.720 4414598.281 60.774 429204.964 4414594.970 60.774 429207.186 4414591.644 60.632 429209.407 4414588.288 60.632 429209.601 4414587.995 60.632 429211.802 4414584.643 60.614 429214.037 4414581.333 60.603 429216.267 4414578.016 60.581 429218.502 4414574.706 60.572 429220.745 4414571.393 60.549 429222.996 4414568.072 60.549 429225.246 4414564.770 60.524 429227.494 4414561.458 60.505 429229.723 4414558.142 60.498 429231.963 4414554.828 60.427 429234.211 4414551.512 60.407 429236.452 4414548.203 60.388 429238.695 4414544.886 60.388 429240.940 4414541.571 60.373 429243.182 4414538.259 60.373 429245.425 4414534.934 60.350 429247.657 4414531.640 60.339 429249.836 4414528.438 60.323 429252.080 4414525.146 60.312 429254.318 4414521.846 60.299 429256.509 4414518.534 60.290 429258.762 4414515.305 60.262 429261.053 4414512.026 60.239 429263.306 4414508.853 60.198 429265.600 4414505.697 60.198 429267.979 4414502.624 60.164 429270.416 4414499.579 60.143 429272.931 4414496.468 60.143 429275.423 4414493.540 60.108 429277.995 4414490.559 60.108 429280.672 4414487.708 60.067 429283.393 4414484.808 60.067 429285.334 4414482.740 60.067 429288.076 4414479.932 60.047 429290.905 4414477.210 59.999 429293.731 4414474.494 59.999 429296.582 4414471.797 59.989 429299.549 4414469.114 59.967 429302.458 4414466.581 59.942 429305.427 4414464.087 59.936 429308.452 4414461.634 59.923 429311.518 4414459.191 59.917 429314.696 4414456.762 59.913 429317.842 4414454.481 59.841 429321.019 4414452.237 59.811 429324.233 4414449.988 59.788 429327.518 4414447.705 59.788 429330.666 4414445.518 59.788 429333.974 4414443.459 59.741 429337.345 4414441.441 59.729 429340.741 4414439.429 59.729 429344.189 4414437.401 59.706 429347.557 4414435.579 59.689 429351.029 4414433.776 59.675 429354.501 4414431.982 59.675 429357.983 4414430.256 59.645 429361.605 4414428.558 59.639 429365.095 4414427.029 59.622 429368.727 4414425.464 59.615 429372.349 4414423.957 59.576 429375.994 4414422.529 59.524 429379.752 4414421.158 59.524 429383.323 4414419.854 59.524,,0,0,0,0,0
45,429404.570 4414420.612 59.494 429400.783 4414421.787 59.494 429397.085 4414422.953 59.530 429396.330 4414423.195 59.530 429393.047 4414424.244 59.530 429389.303 4414425.449 59.543 429385.600 4414426.698 59.547 429382.276 4414427.907 59.562 429378.536 4414429.326 59.571 429375.002 4414430.725 59.591 429371.483 4414432.202 59.639 429367.910 4414433.751 59.660 429364.654 4414435.175 59.660 429361.044 4414436.899 59.661 429357.707 4414438.563 59.683 429354.347 4414440.305 59.703 429350.983 4414442.058 59.703 429347.833 4414443.788 59.742 429344.345 4414445.746 59.742 429340.994 4414447.692 59.760 429337.732 4414449.704 59.787 429334.568 4414451.726 59.801 429331.539 4414453.679 59.801 429328.230 4414455.927 59.838 429325.099 4414458.115 59.838 429322.054 4414460.297 59.862 429319.051 4414462.513 59.880 429315.894 4414464.971 59.919 429312.908 4414467.341 59.919 429310.002 4414469.716 59.947 429307.156 4414472.101 59.947 429304.414 4414474.528 59.981 429301.443 4414477.207 59.992 429298.647 4414479.811 60.021 429295.887 4414482.436 60.021 429293.163 4414485.123 60.055 429290.477 4414487.842 60.070 429288.632 4414489.746 60.086 429285.942 4414492.635 60.096 429283.421 4414495.462 60.118 429280.900 4414498.372 60.127 429278.558 4414501.148 60.159 429276.021 4414504.240 60.159 429273.702 4414507.205 60.192 429271.432 4414510.164 60.205 429269.177 4414513.182 60.221 429266.970 4414516.205 60.221 429264.670 4414519.478 60.257 429262.474 4414522.643 60.269 429260.249 4414525.883 60.312 429258.021 4414529.169 60.332 429255.800 4414532.452 60.372 429253.622 4414535.679 60.372 429251.453 4414538.980 60.373 429249.193 4414542.310 60.426 429246.951 4414545.623 60.426 429244.713 4414548.949 60.449 429242.456 4414552.263 60.461 429240.227 4414555.575 60.483 429237.999 4414558.914 60.484 429235.776 4414562.240 60.510 429233.550 4414565.551 60.510 429231.309 4414568.872 60.534 429229.073 4414572.176 60.541 429226.815 4414575.514 60.565 429224.577 4414578.829 60.573 429222.348 4414582.135 60.588 429220.116 4414585.444 60.599 429217.878 4414588.743 60.621 429215.615 4414592.071 60.657 429215.450 4414592.314 60.657 429213.176 4414595.675 60.674 429210.938 4414598.990 60.686 429208.694 4414602.301 60.703 429206.453 4414605.622 60.735 429204.220 4414608.940 60.746 429201.978 4414612.271 60.764 429199.739 4414615.586 60.840 429197.502 4414618.896 60.859 429195.257 4414622.216 60.859 429193.013 4414625.527 60.874 429190.767 4414628.836 60.874 429188.518 4414632.164 60.892 429186.294 4414635.453 60.892 429184.039 4414638.782 60.904 429181.796 4414642.094 60.932 429179.556 4414645.405 60.932 429177.315 4414648.734 60.963 429175.112 4414652.019 61.007 429173.663 4414654.169 61.022 429171.430 4414657.482 61.022 429169.194 4414660.799 61.022 429166.932 4414664.126 61.046 429164.720 4414667.396 61.080 429162.489 4414670.716 61.080 429160.251 4414674.021 61.195 429157.973 4414677.357 61.195 429155.767 4414680.639 61.223 429153.531 4414683.970 61.223 429151.297 4414687.288 61.235 429149.045 4414690.626 61.235 429146.793 4414693.928 61.258 429144.528 4414697.254 61.258 429142.297 4414700.573 61.267 429140.082 4414703.858 61.284 429137.831 4414707.181 61.284 429135.575 4414710.496 61.347 429133.340 4414713.797 61.362 429131.221 4414716.920 61.391 429128.982 4414720.220 61.391 429126.732 4414723.533 61.398 429124.472 4414726.873 61.419 429122.237 4414730.190 61.484 429120.002 4414733.502 61.484 429117.771 4414736.809 61.499 429115.531 4414740.123 61.511 429113.289 4414743.430 61.531 429111.042 4414746.740 61.541 429108.847 4414750.084 61.537 429106.612 4414753.390 61.567 429104.387 4414756.680 61.567 429102.188 4414759.940 61.608 429099.972 4414763.270 61.621 429097.850 4414766.560 61.648 429095.780 4414769.851 61.648 429093.990 4414772.965 61.650 429092.321 4414776.048 61.666 429091.051 4414778.445 61.699 429089.292 4414781.906 61.721 429087.543 4414785.417 61.734 429085.835 4414788.943 61.763 429084.256 4414792.291 61.776 429082.592 4414795.928 61.782 429080.981 4414799.490 61.790 429079.434 4414802.982 61.821 429077.938 4414806.500 61.846 429076.671 4414809.768 61.868 429075.245 4414813.505 61.877 429074.035 4414816.995 61.888 429072.880 4414820.535 61.932 429071.758 4414824.213 61.948 429070.737 4414827.659 61.963 429069.672 4414831.515 61.981 429068.769 4414835.131 62.007 429067.921 4414838.763 62.010 429067.068 4414842.500 62.025 429066.501 4414845.347 62.038 429065.812 4414849.096 62.071 429065.187 4414852.904 62.076 429064.622 4414856.514 62.085 429064.134 4414860.110 62.102 429063.678 4414864.084 62.126 429063.291 4414867.952 62.233 429062.906 4414871.818 62.233 429062.546 4414875.722 62.241 429062.187 4414879.616 62.266 429061.821 4414883.600 62.266 429061.458 4414887.552 62.279 429061.084 4414891.595 62.279 429060.717 4414895.531 62.302 429060.345 4414899.514 62.302 429059.970 4414903.508 62.315 429059.588 4414907.555 62.315 429059.189 4414911.591 62.335 429058.749 4414915.653 62.382 429058.553 4414917.192 62.395 429058.007 4414921.409 62.395 429057.434 4414925.368 62.419 429056.838 4414929.435 62.419 429056.165 4414933.517 62.451 429055.430 4414937.649 62.469 429054.625 4414941.872 62.486 429053.843 4414945.795 62.486 429052.960 4414949.864 62.511 429052.034 4414953.932 62.529 429051.066 4414957.967 62.535 429050.031 4414962.103 62.570 429049.031 4414965.976 62.579 429047.905 4414970.009 62.596 429046.749 4414974.040 62.600 429045.533 4414977.962 62.627 429044.254 4414981.926 62.654 429043.972 4414982.783 62.654 429042.512 4414987.113 62.684,,0,0,0,0,0
46,429056.821 4414946.378 62.443 429055.932 4414950.487 62.457 429054.989 4414954.594 62.493 429054.028 4414958.669 62.493 429052.997 4414962.872 62.520 429052.011 4414966.749 62.520 429050.838 4414970.817 62.562 429049.673 4414974.895 62.562 429048.443 4414978.839 62.591 429047.143 4414982.840 62.644 429046.872 4414983.646 62.644 429045.345 4414988.101 62.685,,0,0,0,0,0
47,429058.666 4414951.060 62.413 429057.954 4414955.258 62.432 429056.968 4414959.365 62.462 429055.920 4414963.630 62.473 429054.928 4414967.505 62.478 429053.769 4414971.624 62.514 429052.584 4414975.745 62.517 429051.331 4414979.710 62.541 429050.023 4414983.750 62.596 429049.774 4414984.510 62.596 429048.212 4414989.101 62.636,,0,0,0,0,0
48,429405.536 4414424.021 59.403 429401.726 4414425.079 59.412 429398.057 4414426.226 59.448 429397.227 4414426.505 59.467 429394.095 4414427.529 59.467 429390.383 4414428.779 59.489 429386.715 4414430.048 59.499 429383.509 4414431.206 59.513 429379.776 4414432.642 59.520 429376.296 4414434.025 59.540 429372.822 4414435.476 59.551 429369.282 4414437.026 59.584 429366.156 4414438.433 59.584 429362.534 4414440.132 59.603 429359.254 4414441.738 59.613 429355.926 4414443.413 59.632 429352.616 4414445.145 59.638 429349.564 4414446.822 59.660 429346.089 4414448.803 59.671 429342.786 4414450.761 59.690 429339.566 4414452.752 59.698 429336.440 4414454.704 59.717 429333.513 4414456.612 59.734 429330.203 4414458.858 59.776 429327.108 4414461.011 59.788 429324.116 4414463.143 59.806 429321.175 4414465.319 59.819 429318.021 4414467.780 59.859 429315.077 4414470.118 59.871 429312.221 4414472.447 59.879 429309.444 4414474.788 59.894 429306.772 4414477.152 59.924 429303.791 4414479.819 59.924 429301.034 4414482.392 59.953 429298.325 4414484.995 59.967 429295.650 4414487.660 60.005 429292.985 4414490.331 60.005 429291.216 4414492.182 60.034 429288.530 4414495.054 60.048 429286.030 4414497.820 60.063 429283.548 4414500.709 60.076 429281.272 4414503.405 60.102 429278.746 4414506.507 60.102 429276.479 4414509.428 60.136 429274.252 4414512.324 60.149 429272.028 4414515.283 60.172 429269.862 4414518.248 60.172 429267.558 4414521.517 60.209 429265.382 4414524.646 60.226 429263.180 4414527.878 60.253 429260.971 4414531.166 60.253 429258.763 4414534.447 60.291 429256.582 4414537.683 60.305 429254.382 4414540.946 60.329 429252.131 4414544.290 60.359 429249.899 4414547.609 60.359 429247.656 4414550.935 60.376 429245.406 4414554.258 60.388 429243.174 4414557.564 60.412 429240.932 4414560.899 60.420 429238.700 4414564.219 60.441 429236.473 4414567.527 60.441 429234.228 4414570.847 60.472 429231.996 4414574.150 60.483 429229.733 4414577.495 60.508 429227.492 4414580.808 60.519 429225.266 4414584.110 60.535 429223.035 4414587.418 60.547 429220.792 4414590.710 60.575 429218.530 4414594.046 60.608 429218.381 4414594.267 60.608 429216.101 4414597.643 60.620 429213.858 4414600.954 60.620 429211.614 4414604.266 60.647 429209.373 4414607.588 60.679 429207.139 4414610.907 60.698 429204.895 4414614.241 60.710 429202.658 4414617.557 60.724 429200.427 4414620.869 60.755 429198.182 4414624.192 60.755 429195.935 4414627.502 60.781 429193.691 4414630.811 60.794 429191.441 4414634.143 60.825 429189.222 4414637.427 60.833 429186.964 4414640.761 60.844 429184.723 4414644.074 60.886 429182.487 4414647.387 60.898 429180.236 4414650.715 60.912 429178.032 4414653.984 60.936 429176.576 4414656.143 60.952 429174.343 4414659.455 60.962 429172.106 4414662.770 60.971 429169.844 4414666.105 61.004 429167.639 4414669.363 61.024 429165.398 4414672.676 61.024 429163.168 4414675.984 61.049 429160.887 4414679.330 61.061 429158.688 4414682.603 61.100 429156.448 4414685.935 61.111 429154.208 4414689.248 61.123 429151.958 4414692.597 61.131 429149.703 4414695.895 61.165 429147.436 4414699.228 61.180 429145.208 4414702.550 61.198 429142.998 4414705.826 61.215 429140.748 4414709.153 61.224 429138.499 4414712.477 61.231 429136.276 4414715.781 61.261 429134.170 4414718.907 61.308 429131.941 4414722.210 61.308 429129.698 4414725.528 61.328 429127.434 4414728.876 61.349 429125.193 4414732.190 61.386 429122.961 4414735.502 61.386 429120.729 4414738.804 61.414 429118.488 4414742.118 61.426 429116.252 4414745.429 61.455 429114.014 4414748.744 61.467 429111.776 4414752.059 61.478 429109.543 4414755.364 61.505 429107.327 4414758.650 61.515 429105.143 4414761.897 61.529 429102.941 4414765.236 61.555 429100.835 4414768.508 61.576 429098.798 4414771.781 61.585 429097.028 4414774.772 61.603 429095.404 4414777.721 61.621 429094.163 4414780.076 61.654 429092.416 4414783.506 61.668 429090.710 4414787.014 61.684 429089.019 4414790.523 61.699 429087.486 4414793.800 61.724 429085.826 4414797.439 61.733 429084.226 4414800.978 61.740 429082.693 4414804.420 61.754 429081.229 4414807.898 61.788 429079.989 4414811.027 61.803 429078.553 4414814.760 61.816 429077.377 4414818.171 61.826 429076.274 4414821.646 61.865 429075.175 4414825.286 61.882 429074.187 4414828.622 61.900 429073.125 4414832.478 61.918 429072.237 4414836.018 61.949 429071.399 4414839.574 61.961 429070.558 4414843.265 61.971 429070.016 4414846.070 61.984 429069.313 4414849.762 62.007 429068.708 4414853.533 62.019 429068.146 4414857.045 62.034 429067.668 4414860.536 62.050 429067.193 4414864.508 62.077 429066.790 4414868.342 62.084 429066.399 4414872.177 62.093 429066.036 4414876.058 62.101 429065.679 4414879.928 62.136 429065.320 4414883.911 62.150 429064.966 4414887.856 62.176 429064.599 4414891.917 62.186 429064.236 4414895.840 62.208 429063.869 4414899.823 62.217 429063.492 4414903.820 62.242 429063.102 4414907.885 62.251 429062.686 4414911.935 62.278 429062.259 4414916.022 62.278 429062.080 4414917.595 62.304 429061.583 4414921.891 62.304 429061.062 4414925.857 62.343 429060.520 4414929.964 62.356 429059.934 4414934.101 62.377 429059.297 4414938.310 62.405 429058.577 4414942.646 62.408,,0,0,0,0,0
49,429382.181 4414416.419 59.465 429385.953 4414415.127 59.462 429389.756 4414413.918 59.442 429393.501 4414412.757 59.416 429394.010 4414412.602 59.416 429397.829 4414411.472 59.364 429401.664 4414410.354 59.336 429406.549 4414408.964 59.330,,0,0,0,0,0
50,429383.323 4414419.854 59.524 429387.054 4414418.519 59.511 429390.834 4414417.301 59.477 429394.434 4414416.198 59.454 429395.025 4414416.017 59.454 429398.803 4414414.875 59.403 429402.626 4414413.749 59.389 429406.288 4414412.623 59.371,,0,0,0,0,0
